number,DOI
8175,10.1037/t00055-000
8176,10.1037/t78727-000
8177,10.1037/t13335-000
8178,10.1037/t42070-000
8179,10.1037/t26479-000
8180,10.1037/t66989-000
8181,10.1037/t62763-000
8182,10.1037/t16762-000
8183,10.1037/t07730-000
8184,10.1037/t17265-000
8185,10.1037/t76262-000
8186,10.1037/t63226-000
8187,10.1037/t34245-000
8188,10.1037/t24412-000
8189,10.1037/t21280-000
8190,10.1037/t27882-000
8191,10.1037/t81845-000
8192,10.1037/t31505-000
8193,10.1037/t69524-000
8194,10.1037/t26394-000
8195,10.1037/t08088-000
8196,10.1037/t34283-000
8197,10.1037/t60241-000
8198,10.1037/t20250-000
8199,10.1037/t33782-000
8200,10.1037/t78591-000
8201,10.1037/t64743-000
8202,10.1037/t19450-000
8203,10.1037/t36133-000
8204,10.1037/t62803-000
8205,10.1037/t22516-000
8206,10.1037/t24077-000
8207,10.1037/t08992-000
8208,10.1037/t58190-000
8209,10.1037/t71297-000
8210,10.1037/t55744-000
8211,10.1037/t13546-000
8212,10.1037/t77591-000
8213,10.1037/t09354-000
8214,10.1037/t28853-000
8215,10.1037/t15503-000
8216,10.1037/t32804-000
8217,10.1037/t80689-000
8218,10.1037/t16191-000
8219,10.1037/t69573-000
8220,10.1037/t75816-000
8221,10.1037/t01128-000
8222,10.1037/t49314-000
8223,10.1037/t26891-000
8224,10.1037/t20863-000
8225,10.1037/t25066-000
8226,10.1037/t13140-000
8227,10.1037/t27195-000
8228,10.1037/t19388-000
8229,10.1037/t10421-000
8230,10.1037/t81008-000
8231,10.1037/t17443-000
8232,10.1037/t86812-000
8233,10.1037/t55623-000
8234,10.1037/t31681-000
8235,10.1037/t12399-000
8236,10.1037/t69967-000
8237,10.1037/t82798-000
8238,10.1037/t04682-000
8239,10.1037/t84845-000
8240,10.1037/t64131-000
8241,10.1037/t41603-000
8242,10.1037/t03028-000
8243,10.1037/t49000-000
8244,10.1037/t06265-000
8245,10.1037/t37246-000
8246,10.1037/t83344-000
8247,10.1037/t26856-000
8248,10.1037/t82357-000
8249,10.1037/t87578-000
8250,10.1037/t40777-000
8251,10.1037/t54303-000
8252,10.1037/t17552-000
8253,10.1037/t36571-000
8254,10.1037/t21716-000
8255,10.1037/t22889-000
8256,10.1037/t20120-000
8257,10.1037/t29112-000
8258,10.1037/t45219-000
8259,10.1037/t85535-000
8260,10.1037/t69882-000
8261,10.1037/t01802-000
8262,10.1037/t61790-000
8263,10.1037/t14627-000
8264,10.1037/t11284-000
8265,10.1037/t32066-000
8266,10.1037/t12512-000
8267,10.1037/t86964-000
8268,10.1037/t87259-000
8269,10.1037/t34009-000
8270,10.1037/t08750-000
8271,10.1037/t29039-000
8272,10.1037/t18398-000
8273,10.1037/t23666-000
8274,10.1037/t06349-000
8275,10.1037/t50130-000
8276,10.1037/t35214-000
8277,10.1037/t83930-000
8278,10.1037/t74675-000
8279,10.1037/t81796-000
8280,10.1037/t38753-000
8281,10.1037/t85108-000
8282,10.1037/t66055-000
8283,10.1037/t19331-000
8284,10.1037/t63130-000
8285,10.1037/t34065-000
8286,10.1037/t42736-000
8287,10.1037/t39660-000
8288,10.1037/t46012-000
8289,10.1037/t61936-000
8290,10.1037/t52511-000
8291,10.1037/t22270-000
8292,10.1037/t26667-000
8293,10.1037/t33100-000
8294,10.1037/t33714-000
8295,10.1037/t51738-000
8296,10.1037/t10405-000
8297,10.1037/t84957-000
8298,10.1037/t01216-000
8299,10.1037/t03319-000
8300,10.1037/t18109-000
8301,10.1037/t79247-000
8302,10.1037/t16483-000
8303,10.1037/t11380-000
8304,10.1037/t77815-000
8305,10.1037/t08457-000
8306,10.1037/t70210-000
8307,10.1037/t46715-000
8308,10.1037/t28372-000
8309,10.1037/t65960-000
8310,10.1037/t14099-000
8311,10.1037/t41093-000
8312,10.1037/t43028-000
8313,10.1037/t22410-000
8314,10.1037/t19684-000
8315,10.1037/t76412-000
8316,10.1037/t48964-000
8317,10.1037/t24752-000
8318,10.1037/t38411-000
8319,10.1037/t22296-000
8320,10.1037/t01092-000
8321,10.1037/t59931-000
8322,10.1037/t61615-000
8323,10.1037/t39642-000
8324,10.1037/t65290-000
8325,10.1037/t81123-000
8326,10.1037/t66699-000
8327,10.1037/t25234-000
8328,10.1037/t47507-000
8329,10.1037/t85491-000
8330,10.1037/t66028-000
8331,10.1037/t07299-000
8332,10.1037/t34455-000
8333,10.1037/t50001-000
8334,10.1037/t45128-000
8335,10.1037/t08965-000
8336,10.1037/t63957-000
8337,10.1037/t52826-000
8338,10.1037/t47978-000
8339,10.1037/t21665-000
8340,10.1037/t34374-000
8341,10.1037/t35366-000
8342,10.1037/t62212-000
8343,10.1037/t02623-000
8344,10.1037/t02316-000
8345,10.1037/t18430-000
8346,10.1037/t32448-000
8347,10.1037/t48264-000
8348,10.1037/t19390-000
8349,10.1037/t41522-000
8350,10.1037/t85407-000
8351,10.1037/t38918-000
8352,10.1037/t17116-000
8353,10.1037/t67902-000
8354,10.1037/t75752-000
8355,10.1037/t02143-000
8356,10.1037/t07041-000
8357,10.1037/t41124-000
8358,10.1037/t73331-000
8359,10.1037/t17693-000
8360,10.1037/t40518-000
8361,10.1037/t23135-000
8362,10.1037/t17106-000
8363,10.1037/t19775-000
8364,10.1037/t10437-000
8365,10.1037/t09130-000
8366,10.1037/t41896-000
8367,10.1037/t72898-000
8368,10.1037/t37946-000
8369,10.1037/t25958-000
8370,10.1037/t48017-000
8371,10.1037/t64533-000
8372,10.1037/t25662-000
8373,10.1037/t85427-000
8374,10.1037/t33363-000
8375,10.1037/t01265-000
8376,10.1037/t06978-000
8377,10.1037/t72314-000
8378,10.1037/t36898-000
8379,10.1037/t52533-000
8380,10.1037/t32614-000
8381,10.1037/t05565-000
8382,10.1037/t14180-000
8383,10.1037/t19218-000
8384,10.1037/t14233-000
8385,10.1037/t59531-000
8386,10.1037/t57353-000
8387,10.1037/t87831-000
8388,10.1037/t76083-000
8389,10.1037/t27299-000
8390,10.1037/t04912-000
8391,10.1037/t35943-000
8392,10.1037/t16706-000
8393,10.1037/t70771-000
8394,10.1037/t87154-000
8395,10.1037/t14372-000
8396,10.1037/t80147-000
8397,10.1037/t27594-000
8398,10.1037/t03106-000
8399,10.1037/t64397-000
8400,10.1037/t34184-000
8401,10.1037/t67533-000
8402,10.1037/t67638-000
8403,10.1037/t43124-000
8404,10.1037/t32492-000
8405,10.1037/t26852-000
8406,10.1037/t18277-000
8407,10.1037/t11502-000
8408,10.1037/t06716-000
8409,10.1037/t20849-000
8410,10.1037/t42076-000
8411,10.1037/t04135-000
8412,10.1037/t83511-000
8413,10.1037/t24690-000
8414,10.1037/t71678-000
8415,10.1037/t40008-000
8416,10.1037/t11318-000
8417,10.1037/t34418-000
8418,10.1037/t10432-000
8419,10.1037/t27596-000
8420,10.1037/t69847-000
8421,10.1037/t38295-000
8422,10.1037/t19249-000
8423,10.1037/t07148-000
8424,10.1037/t44826-000
8425,10.1037/t44920-000
8426,10.1037/t12856-000
8427,10.1037/t80008-000
8428,10.1037/t16194-000
8429,10.1037/t77078-000
8430,10.1037/t41681-000
8431,10.1037/t34355-000
8432,10.1037/t16655-000
8433,10.1037/t17200-000
8434,10.1037/t05036-000
8435,10.1037/t15891-000
8436,10.1037/t79074-000
8437,10.1037/t37713-000
8438,10.1037/t13256-000
8439,10.1037/t21776-000
8440,10.1037/t09372-000
8441,10.1037/t15575-000
8442,10.1037/t09242-000
8443,10.1037/t63113-000
8444,10.1037/t73024-000
8445,10.1037/t22108-000
8446,10.1037/t37687-000
8447,10.1037/t24245-000
8448,10.1037/t78186-000
8449,10.1037/t39841-000
8450,10.1037/t27747-000
8451,10.1037/t11104-000
8452,10.1037/t21110-000
8453,10.1037/t60696-000
8454,10.1037/t01023-000
8455,10.1037/t21436-000
8456,10.1037/t28340-000
8457,10.1037/t83803-000
8458,10.1037/t17937-000
8459,10.1037/t14347-000
8460,10.1037/t78404-000
8461,10.1037/t08712-000
8462,10.1037/t09379-000
8463,10.1037/t01139-000
8464,10.1037/t27391-000
8465,10.1037/t16076-000
8466,10.1037/t69898-000
8467,10.1037/t28554-000
8468,10.1037/t68230-000
8469,10.1037/t26533-000
8470,10.1037/t68395-000
8471,10.1037/t44609-000
8472,10.1037/t08959-000
8473,10.1037/t23990-000
8474,10.1037/t23744-000
8475,10.1037/t75527-000
8476,10.1037/t17714-000
8477,10.1037/t74010-000
8478,10.1037/t15236-000
8479,10.1037/t44706-000
8480,10.1037/t87610-000
8481,10.1037/t03676-000
8482,10.1037/t01586-000
8483,10.1037/t78885-000
8484,10.1037/t03769-000
8485,10.1037/t81057-000
8486,10.1037/t08191-000
8487,10.1037/t74805-000
8488,10.1037/t87106-000
8489,10.1037/t72452-000
8490,10.1037/t41884-000
8491,10.1037/t87193-000
8492,10.1037/t50555-000
8493,10.1037/t24553-000
8494,10.1037/t68330-000
8495,10.1037/t21974-000
8496,10.1037/t00525-000
8497,10.1037/t66985-000
8498,10.1037/t09881-000
8499,10.1037/t39160-000
8500,10.1037/t63042-000
8501,10.1037/t36229-000
8502,10.1037/t24434-000
8503,10.1037/t13063-000
8504,10.1037/t81233-000
8505,10.1037/t11331-000
8506,10.1037/t25915-000
8507,10.1037/t68968-000
8508,10.1037/t09296-000
8509,10.1037/t72646-000
8510,10.1037/t79822-000
8511,10.1037/t53859-000
8512,10.1037/t69743-000
8513,10.1037/t23048-000
8514,10.1037/t26577-000
8515,10.1037/t46285-000
8516,10.1037/t84246-000
8517,10.1037/t50166-000
8518,10.1037/t47823-000
8519,10.1037/t16442-000
8520,10.1037/t19440-000
8521,10.1037/t22359-000
8522,10.1037/t86667-000
8523,10.1037/t36403-000
8524,10.1037/t26048-000
8525,10.1037/t69213-000
8526,10.1037/t66373-000
8527,10.1037/t01731-000
8528,10.1037/t35442-000
8529,10.1037/t37050-000
8530,10.1037/t21595-000
8531,10.1037/t44006-000
8532,10.1037/t30248-000
8533,10.1037/t24174-000
8534,10.1037/t52369-000
8535,10.1037/t85432-000
8536,10.1037/t02977-000
8537,10.1037/t47683-000
8538,10.1037/t50706-000
8539,10.1037/t31160-000
8540,10.1037/t22762-000
8541,10.1037/t29807-000
8542,10.1037/t86217-000
8543,10.1037/t34478-000
8544,10.1037/t10044-000
8545,10.1037/t42379-000
8546,10.1037/t54822-000
8547,10.1037/t46714-000
8548,10.1037/t41829-000
8549,10.1037/t25220-000
8550,10.1037/t77913-000
8551,10.1037/t78812-000
8552,10.1037/t63560-000
8553,10.1037/t14539-000
8554,10.1037/t23474-000
8555,10.1037/t30768-000
8556,10.1037/t24047-000
8557,10.1037/t11063-000
8558,10.1037/t83458-000
8559,10.1037/t18564-000
8560,10.1037/t52365-000
8561,10.1037/t32164-000
8562,10.1037/t41740-000
8563,10.1037/t11147-000
8564,10.1037/t28294-000
8565,10.1037/t10630-000
8566,10.1037/t42715-000
8567,10.1037/t41832-000
8568,10.1037/t14764-000
8569,10.1037/t23669-000
8570,10.1037/t00882-000
8571,10.1037/t40842-000
8572,10.1037/t20718-000
8573,10.1037/t06195-000
8574,10.1037/t18340-000
8575,10.1037/t40293-000
8576,10.1037/t75718-000
8577,10.1037/t71514-000
8578,10.1037/t23265-000
8579,10.1037/t00465-000
8580,10.1037/t41543-000
8581,10.1037/t75003-000
8582,10.1037/t18033-000
8583,10.1037/t51199-000
8584,10.1037/t22655-000
8585,10.1037/t41020-000
8586,10.1037/t74229-000
8587,10.1037/t66546-000
8588,10.1037/t45635-000
8589,10.1037/t10188-000
8590,10.1037/t13443-000
8591,10.1037/t11017-000
8592,10.1037/t37245-000
8593,10.1037/t26499-000
8594,10.1037/t27254-000
8595,10.1037/t06396-000
8596,10.1037/t41160-000
8597,10.1037/t59051-000
8598,10.1037/t56702-000
8599,10.1037/t17080-000
8600,10.1037/t85286-000
8601,10.1037/t77571-000
8602,10.1037/t23848-000
8603,10.1037/t09574-000
8604,10.1037/t25922-000
8605,10.1037/t52653-000
8606,10.1037/t27430-000
8607,10.1037/t62295-000
8608,10.1037/t09401-000
8609,10.1037/t22253-000
8610,10.1037/t01721-000
8611,10.1037/t69470-000
8612,10.1037/t21192-000
8613,10.1037/t84655-000
8614,10.1037/t79525-000
8615,10.1037/t77440-000
8616,10.1037/t09645-000
8617,10.1037/t50371-000
8618,10.1037/t49942-000
8619,10.1037/t41760-000
8620,10.1037/t03699-000
8621,10.1037/t50071-000
8622,10.1037/t74070-000
8623,10.1037/t58187-000
8624,10.1037/t70757-000
8625,10.1037/t45563-000
8626,10.1037/t10654-000
8627,10.1037/t46557-000
8628,10.1037/t22256-000
8629,10.1037/t32128-000
8630,10.1037/t68286-000
8631,10.1037/t73489-000
8632,10.1037/t02683-000
8633,10.1037/t36435-000
8634,10.1037/t36913-000
8635,10.1037/t78192-000
8636,10.1037/t26449-000
8637,10.1037/t07595-000
8638,10.1037/t16935-000
8639,10.1037/t76807-000
8640,10.1037/t44002-000
8641,10.1037/t76514-000
8642,10.1037/t51766-000
8643,10.1037/t29034-000
8644,10.1037/t00308-000
8645,10.1037/t30844-000
8646,10.1037/t11547-000
8647,10.1037/t31828-000
8648,10.1037/t72810-000
8649,10.1037/t21007-000
8650,10.1037/t34239-000
8651,10.1037/t68063-000
8652,10.1037/t23967-000
8653,10.1037/t08733-000
8654,10.1037/t39076-000
8655,10.1037/t28756-000
8656,10.1037/t27772-000
8657,10.1037/t24967-000
8658,10.1037/t71415-000
8659,10.1037/t17190-000
8660,10.1037/t48900-000
8661,10.1037/t58243-000
8662,10.1037/t15287-000
8663,10.1037/t36108-000
8664,10.1037/t52463-000
8665,10.1037/t28202-000
8666,10.1037/t14055-000
8667,10.1037/t14431-000
8668,10.1037/t14832-000
8669,10.1037/t15014-000
8670,10.1037/t22489-000
8671,10.1037/t40098-000
8672,10.1037/t77970-000
8673,10.1037/t09931-000
8674,10.1037/t26560-000
8675,10.1037/t29809-000
8676,10.1037/t66881-000
8677,10.1037/t35078-000
8678,10.1037/t12000-000
8679,10.1037/t17584-000
8680,10.1037/t27592-000
8681,10.1037/t86811-000
8682,10.1037/t18108-000
8683,10.1037/t65750-000
8684,10.1037/t68412-000
8685,10.1037/t08242-000
8686,10.1037/t10180-000
8687,10.1037/t34589-000
8688,10.1037/t43181-000
8689,10.1037/t59205-000
8690,10.1037/t32608-000
8691,10.1037/t33034-000
8692,10.1037/t70447-000
8693,10.1037/t42811-000
8694,10.1037/t75252-000
8695,10.1037/t12340-000
8696,10.1037/t73603-000
8697,10.1037/t09798-000
8698,10.1037/t24669-000
8699,10.1037/t81768-000
8700,10.1037/t65377-000
8701,10.1037/t44673-000
8702,10.1037/t41398-000
8703,10.1037/t28788-000
8704,10.1037/t31140-000
8705,10.1037/t71331-000
8706,10.1037/t31385-000
8707,10.1037/t29017-000
8708,10.1037/t72281-000
8709,10.1037/t73405-000
8710,10.1037/t15467-000
8711,10.1037/t22642-000
8712,10.1037/t86639-000
8713,10.1037/t13575-000
8714,10.1037/t84073-000
8715,10.1037/t58571-000
8716,10.1037/t44598-000
8717,10.1037/t46060-000
8718,10.1037/t16938-000
8719,10.1037/t51197-000
8720,10.1037/t75626-000
8721,10.1037/t08190-000
8722,10.1037/t12288-000
8723,10.1037/t16419-000
8724,10.1037/t22316-000
8725,10.1037/t81565-000
8726,10.1037/t72655-000
8727,10.1037/t18627-000
8728,10.1037/t60419-000
8729,10.1037/t06732-000
8730,10.1037/t24362-000
8731,10.1037/t82924-000
8732,10.1037/t07316-000
8733,10.1037/t42828-000
8734,10.1037/t83691-000
8735,10.1037/t84431-000
8736,10.1037/t29291-000
8737,10.1037/t34663-000
8738,10.1037/t34165-000
8739,10.1037/t67751-000
8740,10.1037/t33646-000
8741,10.1037/t36621-000
8742,10.1037/t70308-000
8743,10.1037/t50827-000
8744,10.1037/t32192-000
8745,10.1037/t24520-000
8746,10.1037/t16978-000
8747,10.1037/t08636-000
8748,10.1037/t41406-000
8749,10.1037/t58643-000
8750,10.1037/t39515-000
8751,10.1037/t48021-000
8752,10.1037/t26913-000
8753,10.1037/t62926-000
8754,10.1037/t87472-000
8755,10.1037/t26426-000
8756,10.1037/t43994-000
8757,10.1037/t60301-000
8758,10.1037/t23920-000
8759,10.1037/t20328-000
8760,10.1037/t18301-000
8761,10.1037/t86775-000
8762,10.1037/t10441-000
8763,10.1037/t13644-000
8764,10.1037/t67039-000
8765,10.1037/t40836-000
8766,10.1037/t01555-000
8767,10.1037/t04673-000
8768,10.1037/t21698-000
8769,10.1037/t45432-000
8770,10.1037/t24096-000
8771,10.1037/t76943-000
8772,10.1037/t63070-000
8773,10.1037/t46065-000
8774,10.1037/t38497-000
8775,10.1037/t77150-000
8776,10.1037/t01790-000
8777,10.1037/t03340-000
8778,10.1037/t25197-000
8779,10.1037/t44197-000
8780,10.1037/t54207-000
8781,10.1037/t63686-000
8782,10.1037/t82396-000
8783,10.1037/t59725-000
8784,10.1037/t68992-000
8785,10.1037/t09168-000
8786,10.1037/t25565-000
8787,10.1037/t85308-000
8788,10.1037/t30925-000
8789,10.1037/t79253-000
8790,10.1037/t24338-000
8791,10.1037/t19924-000
8792,10.1037/t82937-000
8793,10.1037/t35195-000
8794,10.1037/t09728-000
8795,10.1037/t05725-000
8796,10.1037/t74538-000
8797,10.1037/t75016-000
8798,10.1037/t07353-000
8799,10.1037/t14678-000
8800,10.1037/t58603-000
8801,10.1037/t18552-000
8802,10.1037/t19927-000
8803,10.1037/t11543-000
8804,10.1037/t25824-000
8805,10.1037/t64925-000
8806,10.1037/t57106-000
8807,10.1037/t50379-000
8808,10.1037/t36206-000
8809,10.1037/t47653-000
8810,10.1037/t67073-000
8811,10.1037/t66537-000
8812,10.1037/t27440-000
8813,10.1037/t27697-000
8814,10.1037/t80545-000
8815,10.1037/t03342-000
8816,10.1037/t39764-000
8817,10.1037/t19266-000
8818,10.1037/t25181-000
8819,10.1037/t04261-000
8820,10.1037/t32274-000
8821,10.1037/t69639-000
8822,10.1037/t20953-000
8823,10.1037/t83053-000
8824,10.1037/t14581-000
8825,10.1037/t65584-000
8826,10.1037/t40831-000
8827,10.1037/t12803-000
8828,10.1037/t08704-000
8829,10.1037/t03807-000
8830,10.1037/t24824-000
8831,10.1037/t32419-000
8832,10.1037/t17948-000
8833,10.1037/t17987-000
8834,10.1037/t00829-000
8835,10.1037/t60517-000
8836,10.1037/t85375-000
8837,10.1037/t36210-000
8838,10.1037/t03639-000
8839,10.1037/t00078-000
8840,10.1037/t51018-000
8841,10.1037/t32766-000
8842,10.1037/t22377-000
8843,10.1037/t22503-000
8844,10.1037/t08640-000
8845,10.1037/t70342-000
8846,10.1037/t10408-000
8847,10.1037/t51887-000
8848,10.1037/t39069-000
8849,10.1037/t24849-000
8850,10.1037/t43120-000
8851,10.1037/t25805-000
8852,10.1037/t28343-000
8853,10.1037/t41272-000
8854,10.1037/t31099-000
8855,10.1037/t49152-000
8856,10.1037/t18617-000
8857,10.1037/t23913-000
8858,10.1037/t17462-000
8859,10.1037/t11330-000
8860,10.1037/t69839-000
8861,10.1037/t14874-000
8862,10.1037/t75681-000
8863,10.1037/t37855-000
8864,10.1037/t75708-000
8865,10.1037/t86913-000
8866,10.1037/t15288-000
8867,10.1037/t85179-000
8868,10.1037/t02451-000
8869,10.1037/t22966-000
8870,10.1037/t26159-000
8871,10.1037/t45239-000
8872,10.1037/t84355-000
8873,10.1037/t76709-000
8874,10.1037/t77330-000
8875,10.1037/t42405-000
8876,10.1037/t82104-000
8877,10.1037/t68738-000
8878,10.1037/t30923-000
8879,10.1037/t18944-000
8880,10.1037/t02329-000
8881,10.1037/t86330-000
8882,10.1037/t27526-000
8883,10.1037/t27849-000
8884,10.1037/t72814-000
8885,10.1037/t40387-000
8886,10.1037/t16512-000
8887,10.1037/t70054-000
8888,10.1037/t16954-000
8889,10.1037/t53848-000
8890,10.1037/t06544-000
8891,10.1037/t66483-000
8892,10.1037/t18739-000
8893,10.1037/t19686-000
8894,10.1037/t07855-000
8895,10.1037/t47827-000
8896,10.1037/t24598-000
8897,10.1037/t67313-000
8898,10.1037/t12354-000
8899,10.1037/t83297-000
8900,10.1037/t87708-000
8901,10.1037/t43612-000
8902,10.1037/t17805-000
8903,10.1037/t19941-000
8904,10.1037/t26922-000
8905,10.1037/t82563-000
8906,10.1037/t43296-000
8907,10.1037/t03127-000
8908,10.1037/t66485-000
8909,10.1037/t57709-000
8910,10.1037/t75513-000
8911,10.1037/t76136-000
8912,10.1037/t32310-000
8913,10.1037/t28819-000
8914,10.1037/t69788-000
8915,10.1037/t34094-000
8916,10.1037/t23366-000
8917,10.1037/t60495-000
8918,10.1037/t79698-000
8919,10.1037/t32572-000
8920,10.1037/t76838-000
8921,10.1037/t61546-000
8922,10.1037/t48927-000
8923,10.1037/t00395-000
8924,10.1037/t45141-000
8925,10.1037/t32035-000
8926,10.1037/t17997-000
8927,10.1037/t43261-000
8928,10.1037/t40109-000
8929,10.1037/t23858-000
8930,10.1037/t17802-000
8931,10.1037/t28141-000
8932,10.1037/t00651-000
8933,10.1037/t63148-000
8934,10.1037/t13295-000
8935,10.1037/t25954-000
8936,10.1037/t13874-000
8937,10.1037/t16167-000
8938,10.1037/t33320-000
8939,10.1037/t58617-000
8940,10.1037/t01268-000
8941,10.1037/t07106-000
8942,10.1037/t38584-000
8943,10.1037/t20758-000
8944,10.1037/t77341-000
8945,10.1037/t72824-000
8946,10.1037/t74900-000
8947,10.1037/t79246-000
8948,10.1037/t16794-000
8949,10.1037/t81431-000
8950,10.1037/t86226-000
8951,10.1037/t58598-000
8952,10.1037/t66818-000
8953,10.1037/t61813-000
8954,10.1037/t44420-000
8955,10.1037/t63421-000
8956,10.1037/t09323-000
8957,10.1037/t15731-000
8958,10.1037/t04268-000
8959,10.1037/t30870-000
8960,10.1037/t17458-000
8961,10.1037/t71126-000
8962,10.1037/t22813-000
8963,10.1037/t58083-000
8964,10.1037/t21625-000
8965,10.1037/t19160-000
8966,10.1037/t00390-000
8967,10.1037/t64688-000
8968,10.1037/t23300-000
8969,10.1037/t70250-000
8970,10.1037/t18416-000
8971,10.1037/t36370-000
8972,10.1037/t46372-000
8973,10.1037/t09962-000
8974,10.1037/t28104-000
8975,10.1037/t84520-000
8976,10.1037/t13855-000
8977,10.1037/t41768-000
8978,10.1037/t13244-000
8979,10.1037/t00574-000
8980,10.1037/t11162-000
8981,10.1037/t42212-000
8982,10.1037/t26209-000
8983,10.1037/t26087-000
8984,10.1037/t10446-000
8985,10.1037/t08689-000
8986,10.1037/t25595-000
8987,10.1037/t37638-000
8988,10.1037/t73344-000
8989,10.1037/t31915-000
8990,10.1037/t30676-000
8991,10.1037/t00026-000
8992,10.1037/t45302-000
8993,10.1037/t15607-000
8994,10.1037/t83379-000
8995,10.1037/t36770-000
8996,10.1037/t55839-000
8997,10.1037/t46713-000
8998,10.1037/t53980-000
8999,10.1037/t74556-000
9000,10.1037/t83897-000
9001,10.1037/t38129-000
9002,10.1037/t64104-000
9003,10.1037/t80870-000
9004,10.1037/t61811-000
9005,10.1037/t33457-000
9006,10.1037/t83528-000
9007,10.1037/t17322-000
9008,10.1037/t27446-000
9009,10.1037/t01404-000
9010,10.1037/t24504-000
9011,10.1037/t34244-000
9012,10.1037/t32138-000
9013,10.1037/t79629-000
9014,10.1037/t47893-000
9015,10.1037/t81221-000
9016,10.1037/t09683-000
9017,10.1037/t62765-000
9018,10.1037/t87730-000
9019,10.1037/t03350-000
9020,10.1037/t02191-000
9021,10.1037/t44643-000
9022,10.1037/t24236-000
9023,10.1037/t32246-000
9024,10.1037/t17904-000
9025,10.1037/t36629-000
9026,10.1037/t13496-000
9027,10.1037/t12462-000
9028,10.1037/t24228-000
9029,10.1037/t32621-000
9030,10.1037/t23829-000
9031,10.1037/t60117-000
9032,10.1037/t12669-000
9033,10.1037/t00714-000
9034,10.1037/t40530-000
9035,10.1037/t16920-000
9036,10.1037/t71103-000
9037,10.1037/t13773-000
9038,10.1037/t14674-000
9039,10.1037/t00228-000
9040,10.1037/t56673-000
9041,10.1037/t23997-000
9042,10.1037/t48195-000
9043,10.1037/t85807-000
9044,10.1037/t18480-000
9045,10.1037/t49537-000
9046,10.1037/t03142-000
9047,10.1037/t22043-000
9048,10.1037/t31592-000
9049,10.1037/t15787-000
9050,10.1037/t01602-000
